mouse,date,session_dir,xcorr_peak,sync_pass,n_trials,trials_pass,p_right,balance_pass,zscore_std,signal_range_pass,missing_frac,missing_pass,QC_PASS,error,manual_include
SM3FR,071824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071824/SM3FR,0.9997163227606471,True,240,True,0.55,True,1.041599453428494,True,0.0,True,True,,True
SM3FR,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM3FR,0.9999857481382275,True,368,True,0.5054347826086957,True,1.0409495725914435,True,0.0,True,True,,True
SM3MN,071924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/071924/SM3MN,0.9955806847401991,True,402,True,0.1791044776119403,True,1.0297606761816425,True,0.0,True,True,,True
SM3MN,072224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072224/SM3MN,0.9925557736198979,True,563,True,0.2024866785079929,True,1.0150876633989563,True,0.0,True,True,,True
SM3MR,072324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072324/SM3MR,0.9999984429503189,True,240,True,0.6041666666666666,True,1.0251401656519945,True,0.0,True,True,,True
SM3FR,072524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072524/SM3FR,0.999132936069496,True,384,True,0.4947916666666667,True,1.0078976821984305,True,0.0,True,True,,True
SM3MN,072924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/072924/SM3MN,0.9999906387496046,True,472,True,0.2605932203389831,True,1.0032077663765249,True,0.0,True,True,,True
SM3MN,073124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/073124/SM3MN,0.9995726169497974,True,424,True,0.5919811320754716,True,1.023652801015178,True,0.0,True,True,,True
SM3MN,080224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080224/SM3MN,0.9999290694528687,True,351,True,0.5669515669515669,True,1.0246768099908727,True,0.0,True,True,,True
SM3MN,080624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080624/SM3MN,0.9969532492937372,True,558,True,0.6594982078853047,True,1.0073062453580306,True,0.0,True,True,,True
SM3MN,080824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080824/SM3MN,0.9982409354707422,True,474,True,0.6392405063291139,True,1.0327434236460638,True,0.0,True,True,,True
SM3MN,081224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081224/SM3MN,0.9999869399621193,True,441,True,0.6009070294784581,True,1.0379640008442967,True,0.0,True,True,,True
SM3MR,080524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/080524/SM3MR,0.9920445149190624,True,352,True,0.7244318181818182,True,1.0207069691663153,True,0.0,True,True,,True
SM3MN,081424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081424/SM3MN,0.9998269483721351,True,419,True,0.7684964200477327,True,1.0212618305006675,True,0.0,True,True,,True
SM2B,062524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062524/SM2B,0.9938779596061484,True,355,True,0.6845070422535211,True,1.0099846392476712,True,0.0,True,True,,True
SM2B,062724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062724/SM2B,0.9979469007725309,True,384,True,0.7942708333333334,True,1.0201196615718275,True,0.0,True,True,,True
SM2L,062524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062524/SM2L,0.9993722735300629,True,378,True,0.4074074074074074,True,1.0364116946707622,True,0.0,True,True,,True
SM2L,062724,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062724/SM2L,0.9959303284283364,True,462,True,0.30303030303030304,True,1.0245598292143636,True,0.0,True,True,,True
SM2N,062424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062424/SM2N,0.999620968852726,True,304,True,0.5953947368421053,True,1.011203152302646,True,0.0,True,True,,True
SM2N,062624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062624/SM2N,0.9661010937437963,True,101,False,0.8316831683168316,True,1.0066583730780707,True,0.0,True,False,,False
SM2R,062424,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062424/SM2R,0.9999964616086078,True,329,True,0.5015197568389058,True,1.0139384676601242,True,0.0,True,True,,True
SM2R,062624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062624/SM2R,0.9684138856426612,True,361,True,0.3739612188365651,True,1.0005148593602067,True,0.0,True,True,,True
SM1B,062824,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/062824/SM1B,0.9999991329149456,True,318,True,0.5,True,1.0081253954806757,True,0.0,True,True,,True
SM1B,070224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070224/SM1B,0.9999958881878772,True,368,True,0.40217391304347827,True,1.0090993491006781,True,0.0,True,True,,True
SM1N,070324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070324/SM1N,0.9972157079631178,True,96,False,0.6354166666666666,True,1.014438136939029,True,0.0,True,False,,False
SM2B,070124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070124/SM2B,0.9999968483319764,True,443,True,0.6772009029345373,True,1.0215975331915574,True,0.0,True,True,,True
SM2B,070324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070324/SM2B,0.9995467653589993,True,394,True,0.7030456852791879,True,1.0175776685490883,True,0.0,True,True,,True
SM2L,070124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070124/SM2L,0.996867560844521,True,422,True,0.17535545023696683,True,1.021597489428672,True,0.0,True,True,,True
SM2L,070324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070324/SM2L,0.9904877303348204,True,410,True,0.36341463414634145,True,1.0136583317580516,True,0.0,True,True,,True
SM2R,070224,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/070224/SM2R,0.9999865428338351,True,474,True,0.39451476793248946,True,1.0285986243065048,True,0.0,True,True,,True
